Word,Confusions
पटपट्ती,फटफट्ती
फटफट्ती,पटपट्ती
पटपट्याइ,फटफट्याइ
फटफट्याइ,पटपट्याइ
पटबन्ध्या,पटवन्ध्या
पटवन्ध्या,पटबन्ध्या
पटरा,पथरा
पथरा,पटरा
पटरी,पथरी
पथरी,पटरी
पटवास,पथवास
पथवास,पटवास
पटा,"पथा, फटा"
पथा,"पटा, फटा"
फटा,"पटा, पथा"
पटाइ,"पटाई, फटाइ"
पटाई,"पटाइ, फटाइ"
फटाइ,"पटाइ, पटाई"
पटाइनु,फटाइनु
फटाइनु,पटाइनु
पटाउनु,फटाउनु
फटाउनु,पटाउनु
पटापट,फटाफट
फटाफट,पटापट
पटार,पथार
पथार,पटार
पटारपुटुर,पथारपुथुर
पथारपुथुर,पटारपुटुर
पटारिनु,पथारिनु
पथारिनु,पटारिनु
पटारो,पथारो
पथारो,पटारो
पटार्नु,पथार्नु
पथार्नु,पटार्नु
पटाहा,फटाहा
फटाहा,पटाहा
पटाही,फटाही
फटाही,पटाही
पटि,पथी
पथी,पटि
पट्,फट्
फट्,पट्
पट्कन,फट्कन
फट्कन,पट्कन
पट्कनु,फट्कनु
फट्कनु,पट्कनु
पट्काइ,फट्काइ
फट्काइ,पट्काइ
पट्काइनु,फट्काइनु
फट्काइनु,पट्काइनु
पट्काउनु,फट्काउनु
फट्काउनु,पट्काउनु
पट्कार्नु,फट्कार्नु
फट्कार्नु,पट्कार्नु
पट्किनु,फट्किनु
फट्किनु,पट्किनु
पट्के,फट्के
फट्के,पट्के
पट्ट,फट्ट
फट्ट,पट्ट
पट्टल,फट्टल
फट्टल,पट्टल
पट्टा,फट्टा
फट्टा,पट्टा
पट्टाइ,फट्टाइ
फट्टाइ,पट्टाइ
पट्टाउनु,फट्टाउनु
फट्टाउनु,पट्टाउनु
पट्टी,पट्टि
फट्टी,पट्टी
पट्नु,फट्नु
फट्नु,पट्नु
पट्याकपुटुक,फट्याकफुटुक
फट्याकफुटुक,पट्याकपुटुक
पट्याक्क,फट्याक्क
फट्याक्क,पट्याक्क
पठन,पतन
पतन,पठन
पठनशील,पतनशील
पतनशील,पठनशील
पठनीय,पतनीय
पतनीय,पठनीय
पठल,पडल
पडल,पठल
पठाइ,"पडाइ, पढाइ, पदाइ"
पडाइ,"पठाइ, पढाइ, पदाइ"
पढाइ,"पठाइ, पडाइ, पदाइ"
पदाइ,"पठाइ, पडाइ, पढाइ"
पठाइनु,"पडाइनु, पढाइनु, पदाइनु"
पडाइनु,"पठाइनु, पढाइनु, पदाइनु"
पढाइनु,"पठाइनु, पडाइनु, पदाइनु"
पदाइनु,"पठाइनु, पडाइनु, पढाइनु"
पठाउनु,"पडाउनु, पढाउनु, पताउनु, पदाउनु"
पडाउनु,"पठाउनु, पढाउनु, पताउनु, पदाउनु"
पढाउनु,"पठाउनु, पडाउनु, पताउनु, पदाउनु"
पताउनु,"पठाउनु, पडाउनु, पढाउनु, पदाउनु"
पदाउनु,"पठाउनु, पडाउनु, पढाउनु, पताउनु"
पठान,"पतान, पधान"
पतान,"पठान, पधान"
पधान,"पठान, पतान"
पठार्नु,"पदार्नु, पधार्नु"
पदार्नु,"पठार्नु, पधार्नु"
पधार्नु,"पठार्नु, पदार्नु"
पठित,पतित
पतित,पठित
पठुवा,"पडुवा, पढुवा, पदुवा, फडुवा"
पडुवा,"पठुवा, पढुवा, पदुवा, फडुवा"
पढुवा,"पठुवा, पडुवा, पदुवा, फडुवा"
पदुवा,"पठुवा, पडुवा, पढुवा, फडुवा"
फडुवा,"पठुवा, पडुवा, पढुवा, पदुवा"
पठो,पडो
पडो,पठो
पठ्ठी,"पत्ति, पत्ती"
पत्ति,"पठ्ठी, पत्ती"
पत्ती,"पठ्ठी, पत्ति"
पडम,पदम
पदम,पडम
पडाल्नु,पताल्नु
पताल्नु,पडाल्नु
पडिनु,पढिनु
पढिनु,पडिनु
पडिया,पतिया
पतिया,पडिया
पडेल,पतेल
पतेल,पडेल
पडेलो,"पतेलो, फदेलो"
पतेलो,"पडेलो, फदेलो"
फदेलो,"पडेलो, पतेलो"
पड्कनु,"फड्कनु, फत्कनु"
फड्कनु,"पड्कनु, फत्कनु"
फत्कनु,"पड्कनु, फड्कनु"
पड्का,फड्का
फड्का,पड्का
पड्काइ,"फड्काइ, फत्काइ"
फड्काइ,"पड्काइ, फत्काइ"
फत्काइ,"पड्काइ, फड्काइ"
पड्काइनु,"फड्काइनु, फत्काइनु"
फड्काइनु,"पड्काइनु, फत्काइनु"
फत्काइनु,"पड्काइनु, फड्काइनु"
पड्काउनु,"फड्काउनु, फत्काउनु"
फड्काउनु,"पड्काउनु, फत्काउनु"
फत्काउनु,"पड्काउनु, फड्काउनु"
पड्कार्नु,फड्कार्नु
फड्कार्नु,पड्कार्नु
पड्किनु,"फड्किनु, फत्किनु"
फड्किनु,"पड्किनु, फत्किनु"
फत्किनु,"पड्किनु, फड्किनु"
पड्के,फड्के
फड्के,पड्के
पड्को,"फड्को, फत्को"
फड्को,"पड्को, फत्को"
फत्को,"पड्को, फड्को"
पड्डे,फत्ते
फत्ते,पड्डे
पड्नु,पढ्नु
पढ्नु,पड्नु
पड्याकपुडुक,फत्याकफुतुक
फत्याकफुतुक,पड्याकपुडुक
पड्याङ,"पड्यान, पत्यान"
पड्यान,"पड्याङ, पत्यान"
पत्यान,"पड्याङ, पड्यान"
पड्याल,पत्याल
पत्याल,पड्याल
पणन,फनन
फनन,पणन
पणा,"पना, फणा"
पना,"पणा, फणा"
फणा,"पणा, पना"
पणि,"पणी, पनि, फणी"
पणी,"पणि, पनि, फणी"
पनि,"पणि, पणी, फणी"
फणी,"पणि, पणी, पनि"
पण्डा,फन्दा
फन्दा,पण्डा
पण्डाल,पन्डाल
पन्डाल,पण्डाल
पतइ,पतई
पतई,पतइ
पतक,"पदक, फतक"
पदक,"पतक, फतक"
फतक,"पतक, पदक"
पतक्क,फतक्क
फतक्क,पतक्क
पतना,पधना
पधना,पतना
पतपताउनु,"फडफडाउनु, फतफताउनु"
फडफडाउनु,"पतपताउनु, फतफताउनु"
फतफताउनु,"पतपताउनु, फडफडाउनु"
पतपती,"फडफडी, फतफती"
फडफडी,"पतपती, फतफती"
फतफती,"पतपती, फडफडी"
पतरपतर,फतरफतर
फतरफतर,पतरपतर
पतरिनु,फतरिनु
फतरिनु,पतरिनु
पतलाइ,फतलाइ
फतलाइ,पतलाइ
पतलाइनु,फतलाइनु
फतलाइनु,पतलाइनु
पतलाउनु,फतलाउनु
फतलाउनु,पतलाउनु
पतलिनु,फतलिनु
फतलिनु,पतलिनु
पतवार,पदभार
पदभार,पतवार
पतही,पतै
पतै,पतही
पता,फतह
फतह,पता
पति,"पती, फदी"
पती,"पति, फदी"
फदी,"पति, पती"
पतिना,पदिना
पदिना,पतिना
पतुरिया,फतुरिया
फतुरिया,पतुरिया
पतेना,पदेना
पदेना,पतेना
पतेरो,पधेरो
पधेरो,पतेरो
पत्ताउनु,फत्ताउनु
फत्ताउनु,पत्ताउनु
पत्तु,"पद्दु, फत्तु, पद्धु"
पद्दु,"पत्तु, फत्तु, पद्धु"
फत्तु,"पत्तु, पद्दु, पद्धु"
पद्धु,"पत्तु, पद्दु, फत्तु"
पत्याउनु,फत्याउनु
फत्याउनु,पत्याउनु
पत्र,फत्र
फत्र,पत्र
पत्रक,फत्रक
फत्रक,पत्रक
पथाङ,फटान
फटान,पथाङ
पथिक,फटिक
फटिक,पथिक
पद,फड
फड,पद
पदवी,पदवि
पदवि,पदवी
पदाति,पदादि
पदादि,पदाति
पदौरे,"पधौरे, फतौरे"
पधौरे,"पदौरे, फतौरे"
फतौरे,"पदौरे, पधौरे"
पद्मकेसर,पद्मकेशर
पद्मकेशर,पद्मकेसर
पद्मबीज,पद्मवीज
पद्मवीज,पद्मबीज
पद्य,फत्य
फत्य,पद्य
पधुरो,फतुरो
फतुरो,पधुरो
पधोड्डु,फतोड्डु
फतोड्डु,पधोड्डु
पधौरो,फतौरो
फतौरो,पधौरो
पनिर,फणिर
फणिर,पनिर
पनेरु,पनेरू
पनेरू,पनेरु
पन्ड,"पन्त, फन्ड, पण्ढ"
पन्त,"पन्ड, फन्ड, पण्ढ"
फन्ड,"पन्ड, पन्त, पण्ढ"
पण्ढ,"पन्ड, पन्त, फन्ड"
पन्डित्याइँ,पण्डित्याइँ
पण्डित्याइँ,पन्डित्याइँ
पन्तुरो,पन्दुरो
पन्दुरो,पन्तुरो
पन्थ,फन्ट
फन्ट,पन्थ
पन्द्र,पन्ध्र
पन्ध्र,पन्द्र
पन्न,"फङ्ङ, फन्न"
फङ्ङ,"पन्न, फन्न"
फन्न,"पन्न, फङ्ङ"
पबिता,पविता
पविता,पबिता
पयल,फयल
फयल,पयल
पर,फर
फर,पर
परक,"परख, फरक"
परख,"परक, फरक"
फरक,"परक, परख"
परकीया,परखिया
परखिया,परकीया
परक्क,फरक्क
फरक्क,परक्क
परपर,फरफर
फरफर,परपर
परपराइ,फरफराइ
फरफराइ,परपराइ
परपराउनु,फरफराउनु
फरफराउनु,परपराउनु
परपराहट,फरफराहट
फरफराहट,परपराहट
परपरिनु,फरफरिनु
फरफरिनु,परपरिनु
परपरी,फरफरी
फरफरी,परपरी
परपरे,फरफरे
फरफरे,परपरे
परपर्ती,फरफर्ती
फरफर्ती,परपर्ती
परबर,"परभर, परवर"
परभर,"परबर, परवर"
परवर,"परबर, परभर"
परबरिस,परवरिस
परवरिस,परबरिस
परबाह,परवाह
परवाह,परबाह
परमान,फरमान
फरमान,परमान
परर,फरर
फरर,परर
परर्र,फरर्र
फरर्र,परर्र
परा,फरा
फरा,परा
पराइ,"पराई, फराइ"
पराई,"पराइ, फराइ"
फराइ,"पराइ, पराई"
पराइनु,फराइनु
फराइनु,पराइनु
पराउनु,फराउनु
फराउनु,पराउनु
परागण,परागन
परागन,परागण
परात,पराद
पराद,परात
परान,फराङ
फराङ,परान
परार,फरार
फरार,परार
परासी,फरासी
फरासी,परासी
पराह्न,पराह्ण
पराह्ण,पराह्न
परि,परी
परी,परि
परिकथा,परीकथा
परीकथा,परिकथा
परिका,परिखा
परिखा,परिका
परिणय,परिनय
परिनय,परिणय
परिणायक,परिनायक
परिनायक,परिणायक
परिणीत,परिनीत
परिनीत,परिणीत
परिणेय,परिनेय
परिनेय,परिणेय
परिदहन,"परिदान, परिधान"
परिदान,"परिदहन, परिधान"
परिधान,"परिदहन, परिदान"
परिपाटी,परिपाटि
परिपाटि,परिपाटी
परिबन्द,परिबन्ध
परिबन्ध,परिबन्द
परियाण,परियान
परियान,परियाण
परिवर्तन,परिवर्धन
परिवर्धन,परिवर्तन
परिवर्तनात्मक,परिवर्धनात्मक
परिवर्धनात्मक,परिवर्तनात्मक
परिवर्तनीय,परिवर्धनीय
परिवर्धनीय,परिवर्तनीय
परिवर्तित,परिवर्धित
परिवर्धित,परिवर्तित
परिवृत्त,परिवृद्ध
परिवृद्ध,परिवृत्त
परिवृत्ति,परिवृद्धि
परिवृद्धि,परिवृत्ति
परिशान्त्वना,परिसान्त्वना
परिसान्त्वना,परिशान्त्वना
परेठ,"परेड, परेत, फरेद"
परेड,"परेठ, परेत, फरेद"
परेत,"परेठ, परेड, फरेद"
फरेद,"परेठ, परेड, परेत"
परोठा,"परोढा, परौठा"
परोढा,"परोठा, परौठा"
परौठा,"परोठा, परोढा"
पर्कनु,"पर्खनु, फर्कनु"
पर्खनु,"पर्कनु, फर्कनु"
फर्कनु,"पर्कनु, पर्खनु"
पर्काल,पर्खाल
पर्खाल,पर्काल
पर्खाइ,फर्काइ
फर्काइ,पर्खाइ
पर्खाइनु,फर्काइनु
फर्काइनु,पर्खाइनु
पर्खाउनु,फर्काउनु
फर्काउनु,पर्खाउनु
पर्खिनु,फर्किनु
फर्किनु,पर्खिनु
पर्छनु,फर्छनु
फर्छनु,पर्छनु
पर्छाउनु,फर्छाउनु
फर्छाउनु,पर्छाउनु
पर्छिनु,फर्छिनु
फर्छिनु,पर्छिनु
पर्त,फर्द
फर्द,पर्त
पर्ता,"पर्दा, फर्दा"
पर्दा,"पर्ता, फर्दा"
फर्दा,"पर्ता, पर्दा"
पर्दावाल,फर्दावाल
फर्दावाल,पर्दावाल
पर्बाह,पर्वाह
पर्वाह,पर्बाह
पर्म,फर्म
फर्म,पर्म
पर्मान,फर्मान
फर्मान,पर्मान
पर्र,फर्र
फर्र,पर्र
पर्रा,फर्रा
फर्रा,पर्रा
पर्लक्क,फर्लक्क
फर्लक्क,पर्लक्क
पर्वण,पर्वन
पर्वन,पर्वण
पर्सा,फर्सा
फर्सा,पर्सा
पर्साइ,फर्साइ
फर्साइ,पर्साइ
पर्सि,फर्सी
फर्सी,पर्सि
पर्सिनु,फर्सिनु
फर्सिनु,पर्सिनु
पल,फल
फल,पल
पलक,"पलख, फलक"
पलख,"पलक, फलक"
फलक,"पलक, पलख"
पलङ,फलन
फलन,पलङ
पलपल,फलफल
फलफल,पलपल
पलाँति,पलाँती
पलाँती,पलाँति
पलाँस,फलाँस
फलाँस,पलाँस
पलाँसी,फलाँसी
फलाँसी,पलाँसी
पलाइ,"फलाइ, फलाई"
फलाइ,"पलाइ, फलाई"
फलाई,"पलाइ, फलाइ"
पलाइनु,फलाइनु
फलाइनु,पलाइनु
पलाइलो,फलाइलो
फलाइलो,पलाइलो
पलाउनु,फलाउनु
फलाउनु,पलाउनु
पलाङी,फलानी
फलानी,पलाङी
पलाशन,फलाशन
फलाशन,पलाशन
पलाशी,फलासी
फलासी,पलाशी
पलित,फलित
फलित,पलित
पलिनी,फलिणी
फलिणी,पलिनी
पली,फली
फली,पली
पलुवा,फलुवा
फलुवा,पलुवा
पलो,फलो
फलो,पलो
पल्ली,पल्लि
पल्लि,पल्ली
पशम,पसम
पसम,पशम
पश्म,पस्म
पस्म,पश्म
पसउल्या,पसौल्या
पसौल्या,पसउल्या
पसल,फसल
फसल,पसल
पसाइ,फसाइ
फसाइ,पसाइ
पसाइनु,फसाइनु
फसाइनु,पसाइनु
पसाउनु,फसाउनु
फसाउनु,पसाउनु
पसाकरि,पसाकरी
पसाकरी,पसाकरि
पसिना,पसीना
पसीना,पसिना
पसिनु,फसिनु
फसिनु,पसिनु
पसुन,फसुन
फसुन,पसुन
पसेला,फसेला
फसेला,पसेला
पसेलो,फसेलो
फसेलो,पसेलो
पसेल्नु,फसेल्नु
फसेल्नु,पसेल्नु
पस्कनु,फस्कनु
फस्कनु,पस्कनु
पस्काइ,फस्काइ
फस्काइ,पस्काइ
पस्काइनु,फस्काइनु
फस्काइनु,पस्काइनु
पस्काउनु,फस्काउनु
फस्काउनु,पस्काउनु
पस्किनु,फस्किनु
फस्किनु,पस्किनु
पस्चिमे,पश्चिमे
पश्चिमे,पस्चिमे
पस्चिमेली,पश्चिमेली
पश्चिमेली,पस्चिमेली
पस्नु,फस्नु
फस्नु,पस्नु
पस्मिना,पश्मीना
पश्मीना,पस्मिना
पस्सि,पस्सी
पस्सी,पस्सि
पहडो,"पाठो, पाडो, पातो"
पाठो,"पहडो, पाडो, पातो"
पाडो,"पहडो, पाठो, पातो"
पातो,"पाठो, पाडो"
पहर,पार
पार,पहर
पहरा,"पारा, फारा"
पारा,"पहरा, फारा"
फारा,"पहरा, पारा"
पहरी,"पारि, पारी"
पारि,पारी
पारी,पारि
पहरे,पारे
पारे,पहरे
पहरो,"पारो, फारो"
पारो,"पहरो, फारो"
फारो,"पहरो, पारो"
पहल,"पाल, फाल"
पाल,"पहल, फाल"
फाल,"पहल, पाल"
पहलबान,पहलवान
पहलवान,पहलबान
पहलिया,पालिया
पालिया,पहलिया
पहान,पाहन
पाहन,पहान
पहिच,पैच
पैच,पहिच
पहिचान,पैचान
पैचान,पहिचान
पहिजू,फैजू
फैजू,पहिजू
पहिरन,पैरन
पैरन,पहिरन
पहिरनु,पैरनु
पैरनु,पहिरनु
पहिराइ,पैराइ
पैराइ,पहिराइ
पहिराउनु,पैराउनु
पैराउनु,पहिराउनु
पहिरिनु,पैरिनु
पैरिनु,पहिरिनु
पहिरो,पैरो
पैरो,पहिरो
पहिलाउनु,फैलाउनु
फैलाउनु,पहिलाउनु
पहिलिनु,फैलिनु
फैलिनु,पहिलिनु
पहिले,पैले
पैले,पहिले
पहिलो,पैलो
पैलो,पहिलो
पहिल्याउनु,पैल्याउनु
पैल्याउनु,पहिल्याउनु
पहेँल्च्या,पहेँल्छ्या
पहेँल्छ्या,पहेँल्च्या
पा,फा
फा,पा
पाँक,"पाँख, फाँक"
पाँख,"पाँक, फाँक"
फाँक,"पाँक, पाँख"
पाँको,फाँको
फाँको,पाँको
पाँच,फाँच
फाँच,पाँच
पाँचे,फाँचे
फाँचे,पाँचे
पाँचोटा,पाँचौटा
पाँचौटा,पाँचोटा
पाँजो,फाँजो
फाँजो,पाँजो
पाँज्नु,फाँज्नु
फाँज्नु,पाँज्नु
पाँड,फाँद
फाँद,पाँड
पाँडा,फाँदा
फाँदा,पाँडा
पाँडो,फाँडो
फाँडो,पाँडो
पाँदिनु,"फाँडिनु, फाँदिनु"
फाँडिनु,"पाँदिनु, फाँदिनु"
फाँदिनु,"पाँदिनु, फाँडिनु"
पाँद्नु,"फाँड्नु, फाँद्नु"
फाँड्नु,"पाँद्नु, फाँद्नु"
फाँद्नु,"पाँद्नु, फाँड्नु"
पाँसो,फाँसो
फाँसो,पाँसो
पाइ,"पाई, फाइ"
पाई,"पाइ, फाइ"
फाइ,"पाइ, पाई"
पाइँ,पाईँ
पाईँ,पाइँ
पाइडा,फाइदा
फाइदा,पाइडा
पाइथ,फाइट
फाइट,पाइथ
पाइन,फाइन
फाइन,पाइन
पाइनु,फाइनु
फाइनु,पाइनु
पाइपिङ,पाइपिन
पाइपिन,पाइपिङ
पाउ,फाउ
फाउ,पाउ
पाउनी,फाउनी
फाउनी,पाउनी
पाउनु,फाउनु
फाउनु,पाउनु
पाउरो,फाउरो
फाउरो,पाउरो
पाक,"पाख, फाक"
पाख,"पाक, फाक"
फाक,"पाक, पाख"
पाकपुक,फाकफुक
फाकफुक,पाकपुक
पाकपुके,फाकफुके
फाकफुके,पाकपुके
पाकलपुकल,फाकलफुकल
फाकलफुकल,पाकलपुकल
पाकी,पाखी
पाखी,पाकी
पाके,पाखे
पाखे,पाके
पाको,पाखो
पाखो,पाको
पाखन,फाकन
फाकन,पाखन
पाखनबेत,पाखनभेद
पाखनभेद,पाखनबेत
पाग,फाग
फाग,पाग
पागो,फागो
फागो,पागो
पाङ,"पान, फाङ"
पान,"पाङ, फाङ"
फाङ,"पाङ, पान"
पाङपुङ,फाङफुङ
फाङफुङ,पाङपुङ
पाङो,"पानो, फानो"
पानो,"पाङो, फानो"
फानो,"पाङो, पानो"
पाङ्तेन,पाङ्देन
पाङ्देन,पाङ्तेन
पाङ्दुर,पाण्डुर
पाण्डुर,पाङ्दुर
पाट,पात
पाथ,पाट
पाटन,पाथन
पाथन,पाटन
पाटपुट,फाटफुट
फाटफुट,पाटपुट
पाटल,फाटल
फाटल,पाटल
पाटा,पाता
पाथा,पाटा
पाटिनु,"पाथिनु, फाटिनु"
पाथिनु,"पाटिनु, फाटिनु"
फाटिनु,"पाटिनु, पाथिनु"
पाटी,पाती
पाथी,पाठी
पाटे,पाथे
पाथे,पाटे
पाटो,फाटो
फाटो,पाटो
पाट्टपुट्ट,फाट्टफुट्ट
फाट्टफुट्ट,पाट्टपुट्ट
पाट्नु,फाट्नु
फाट्नु,पाट्नु
पाठ,"पात, पाद, फाद"
पात,पाट
पाद,"पाठ, पात, फाद"
फाद,"पाठ, पात, पाद"
पाठक,पातक
पातक,पाठक
पाठन,पातन
पातन,पाठन
पाठनीय,पातनीय
पातनीय,पाठनीय
पाठा,"पाडा, पाता"
पाडा,"पाठा, पाता"
पाता,पाटा
पाठापाठी,पाडापाडी
पाडापाडी,पाठापाठी
पाठित,पातित
पातित,पाठित
पाठिलो,पाडिलो
पाडिलो,पाठिलो
पाठी,पाथी
पाडी,"पाठी, पाती"
पाती,पाटी
पाठे,"पाते, पादे"
पाते,"पाठे, पादे"
पादे,"पाठे, पाते"
पाठोपाठी,पाडोपाडी
पाडोपाडी,पाठोपाठी
पाठ्य,"पात्य, पाद्य"
पात्य,"पाठ्य, पाद्य"
पाद्य,"पाठ्य, पात्य"
पाडरी,पादरी
पादरी,पाडरी
पाड्नु,"पाद्नु, फाड्नु"
पाद्नु,"पाड्नु, फाड्नु"
फाड्नु,"पाड्नु, पाद्नु"
पाणि,पानी
पानी,पाणि
पाणितल,पानीढल
पानीढल,पाणितल
पातिनु,"पादिनु, फाडिनु"
पादिनु,"पातिनु, फाडिनु"
फाडिनु,"पातिनु, पादिनु"
पात्या,पाध्या
पाध्या,पात्या
पात्री,पाद्री
पाद्री,पात्री
पाथ्थु,फाट्टु
फाट्टु,पाथ्थु
पादबन्धन,पादवन्दन
पादवन्दन,पादबन्धन
पानस,फानस
फानस,पानस
पानु,फानु
फानु,पानु
पाप,फाप
फाप,पाप
पाप्डो,फाप्डो
फाप्डो,पाप्डो
पाप्रे,फाप्रे
फाप्रे,पाप्रे
पाप्रो,फाप्रो
फाप्रो,पाप्रो
पाबन्दी,पावन्दी
पावन्दी,पाबन्दी
पाम,फाम
फाम,पाम
पायल,फायल
फायल,पायल
पारगत,फारगत
फारगत,पारगत
पारत,पारद
पारद,पारत
पारस,फारस
फारस,पारस
पारसी,फारसी
फारसी,पारसी
पारिनु,"फहरिनु, फारिनु"
फहरिनु,"पारिनु, फारिनु"
फारिनु,"पारिनु, फहरिनु"
पार्नु,फार्नु
फार्नु,पार्नु
पालि,पाली
पाली,पालि
फाली,"पालि, पाली"
पालिनु,फालिनु
फालिनु,पालिनु
पालीघर,फालीघर
फालीघर,पालीघर
पालुङ,पालुन
पालुन,पालुङ
पाले,फाले
फाले,पाले
पालो,फालो
फालो,पालो
पाल्तु,फाल्तु
फाल्तु,पाल्तु
पाल्नु,फाल्नु
फाल्नु,पाल्नु
पावा,फावा
फावा,पावा
पाश,पास
पास,पाश
पाषाण,पासाङ
पासाङ,पाषाण
पासी,पाशी
पाशी,पासी
पासो,फासो
फासो,पासो
पाहा,फाहा
फाहा,पाहा
पाहि,पाही
पाही,पाहि
पिँडी,पिँढी
पिँढी,पिँडी
पिँडीसाँढे,पिँढीसाँढे
पिँढीसाँढे,पिँडीसाँढे
पिँद,"पिँध, पीँध"
पिँध,"पिँद, पीँध"
पीँध,"पिँद, पिँध"
पिँदाइ,पिँधाइ
पिँधाइ,पिँदाइ
पिँदाइनु,पिँधाइनु
पिँधाइनु,पिँदाइनु
पिँदाउनु,पिँधाउनु
पिँधाउनु,पिँदाउनु
पिँदिनु,पिँधिनु
पिँधिनु,पिँदिनु
पिँद्नु,पिँध्नु
पिँध्नु,पिँद्नु
पिक,"पीक, फिक"
पीक,"पिक, फिक"
फिक,"पिक, पीक"
पिकदान,पीकदान
पीकदान,पिकदान
पिकदानी,"पीकदानी, फिकदानी"
पीकदानी,"पिकदानी, फिकदानी"
फिकदानी,"पिकदानी, पीकदानी"
पिङ,"पिन, पीन, फिङ, फिन, पीङ"
पिन,"पिङ, पीन, फिङ, फिन, पीङ"
पीन,"पिङ, पिन, फिङ, फिन, पीङ"
फिङ,"पिङ, पिन, पीन, फिन, पीङ"
फिन,"पिङ, पिन, पीन, फिङ, पीङ"
पीङ,"पिङ, पिन, पीन, फिङ, फिन"
पिचा,"पिछा, पीछा"
पिछा,"पिचा, पीछा"
पीछा,"पिचा, पिछा"
पिच्च,पिच्छ
पिच्छ,पिच्च
पिछउडो,पिछौडो
पिछौडो,पिछउडो
पिञ्जरी,पिन्जरी
पिन्जरी,पिञ्जरी
पिट,फिट
फिट,पिट
पिटपाट,फिटफाट
फिटफाट,पिटपाट
पिटाइ,फिटाइ
फिटाइ,पिटाइ
पिटाइनु,फिटाइनु
फिटाइनु,पिटाइनु
पिटाउनु,फिटाउनु
फिटाउनु,पिटाउनु
पिटिक्क,फिटिक्क
फिटिक्क,पिटिक्क
पिटिनु,फिटिनु
फिटिनु,पिटिनु
पिटिपाटी,पिटीपाटी
पिटीपाटी,पिटिपाटी
पिटिपिटी,"फिटिफिटी, पिटीपिटी"
फिटिफिटी,"पिटिपिटी, पिटीपिटी"
पिटीपिटी,"पिटिपिटी, फिटिफिटी"
पिटुवा,फिटुवा
फिटुवा,पिटुवा
पिट्टा,फिट्टा
फिट्टा,पिट्टा
पिट्टो,फिट्टो
फिट्टो,पिट्टो
पिट्नु,फिट्नु
फिट्नु,पिट्नु
पिठ,"पिड, पित, पीठ, पीत, फिड"
पिड,"पिठ, पित, पीठ, पीत, फिड"
पित,"पिठ, पिड, पीठ, पीत, फिड"
पीठ,"पिठ, पिड, पित, पीत, फिड"
पीत,"पिठ, पिड, पित, पीठ, फिड"
फिड,"पिठ, पिड, पित, पीठ, पीत"
पिठा,"पिडा, पिता, पीडा, फिता"
पिडा,"पिठा, पिता, पीडा, फिता"
पिता,"पिठा, पिडा, पीडा, फिता"
पीडा,"पिठा, पिडा, पिता, फिता"
फिता,"पिठा, पिडा, पिता, पीडा"
पिठिम,फिदिम
फिदिम,पिठिम
पिठिया,"पिडिया, पिढिया"
पिडिया,"पिठिया, पिढिया"
पिढिया,"पिठिया, पिडिया"
पिठी,"पिडी, पीढी"
पिडी,"पिठी, पीढी"
पीढी,"पिठी, पिडी"
पिठो,"पिडौ, पितो, पीठो, फितो"
पिडौ,"पिठो, पितो, पीठो, फितो"
पितो,"पिठो, पिडौ, पीठो, फितो"
पीठो,"पिठो, पिडौ, पितो, फितो"
फितो,"पिठो, पिडौ, पितो, पीठो"
पिडिक्क,"पितिक्क, फितिक्क"
पितिक्क,"पिडिक्क, फितिक्क"
फितिक्क,"पिडिक्क, पितिक्क"
पिड्को,"पित्को, फित्को"
पित्को,"पिड्को, फित्को"
फित्को,"पिड्को, पित्को"
पिड्क्याउनु,पित्क्याउनु
पित्क्याउनु,पिड्क्याउनु
पिण्डे,पिन्डे
पिन्डे,पिण्डे
पितडा,पीतता
पीतता,पितडा
पितल,पीतल
पीतल,पितल
पितले,पीतले
पीतले,पितले
पितिति,फितिती
फितिती,पितिति
पितित्त,फितित्त
फितित्त,पितित्त
पित्ते,फित्ते
फित्ते,पित्ते
पित्लिक्क,फित्लिक्क
फित्लिक्क,पित्लिक्क
पिन्डेबिदा,पिण्डेबिदा
पिण्डेबिदा,पिन्डेबिदा
पिन्डेभाइ,पिण्डेभाइ
पिण्डेभाइ,पिन्डेभाइ
पिन्डेरोग,पिण्डेरोग
पिण्डेरोग,पिन्डेरोग
पिन्डेरोगी,पिण्डेरोगी
पिण्डेरोगी,पिन्डेरोगी
पिप,पीप
पीप,पिप
पिपल,पीपल
पीपल,पिपल
पिपलपाते,पीपलपाते
पीपलपाते,पिपलपाते
पिपलु,पीपलु
पीपलु,पिपलु
पिर,पीर
पीर,पिर
पिरपिरे,फिरफिरे
फिरफिरे,पिरपिरे
पिराइ,फिराइ
फिराइ,पिराइ
पिराइनु,फिराइनु
फिराइनु,पिराइनु
पिराउनु,फिराउनु
फिराउनु,पिराउनु
पिरिक्क,फिरिक्क
फिरिक्क,पिरिक्क
पिरिनु,फिरिनु
फिरिनु,पिरिनु
पिरिपिरी,"फिरिफिरी, पिरीपिरी"
फिरिफिरी,"पिरिपिरी, पिरीपिरी"
पिरीपिरी,"पिरिपिरी, फिरिफिरी"
पिरिरी,फिरिरी
फिरिरी,पिरिरी
पिरिर्र,फिरिर्र
फिरिर्र,पिरिर्र
पिरो,पीरो
पीरो,पिरो
पिरोल,पिरौल
पिरौल,पिरोल
पिर्ती,फिर्ती
फिर्ती,पिर्ती
पिर्नु,फिर्नु
फिर्नु,पिर्नु
पिर्र,फिर्र
